x,y,z
-6.810031,21.295269,5.366666
-7.01003,17.895285,5.366666
-6.810031,21.295269,8.933333
-7.01003,17.895285,8.933333
-7.010029,17.895287,-7.700001
4.962191,17.895287,-11.899998
4.962191,18.136745,-11.899998
-6.582251,18.121357,-11.836269
-6.582248,21.495285,-10.900002
-7.010029,17.895287,-11.900002
4.962191,21.495285,-10.899998
5.18997,17.895287,5.366667
-6.810031,17.895287,8.933333
4.962235,21.495295,-10.899998
4.962191,25.095293,-10.899998
-6.582248,25.095291,-10.900002
-6.582292,21.495293,-10.900002
-6.810029,21.49529,-0.700001
-6.810029,24.49529,-0.5
0.38997,24.49529,-0.5
0.18997,21.49529,-0.7
-5.96003,24.495289,-5.700001
-0.960029,21.49529,-5.5
-0.060029,21.49529,-5.5
-0.060029,23.495289,-5.700001
0.189971,24.49529,-5.5
0.389971,24.49529,-5.700001
-0.060029,21.49529,-5.5
-1.110029,21.49529,-5.5
-1.11003,21.49529,-2.299999
-6.810029,24.495289,-0.700001
0.18997,21.49529,-0.7
-1.110029,21.49529,-5.5
-0.060029,21.49529,-5.5
0.18997,24.49529,-0.7
-6.810029,24.495289,-0.700001
-0.960029,21.49529,-5.700001
0.389971,24.49529,-5.700001
0.18997,21.49529,-0.7
-3.66003,21.49529,-5.700001
-5.96003,24.495289,-5.700001
-3.66003,24.495289,-5.700001
-1.360029,21.49529,-5.700001
-3.66003,24.495289,-5.700001
-1.360029,24.495289,-5.700001
-3.193363,24.04529,-5.700001
-3.193363,21.49529,-5.700001
-1.526696,21.49529,-5.700001
-1.526696,24.04529,-5.700001
-5.793363,24.04529,-5.700001
-5.793363,21.49529,-5.700001
-4.126697,21.49529,-5.700001
-4.126697,24.04529,-5.700001
-7.01003,21.49529,11.000001
5.389971,21.49529,-5.700001
5.139971,21.49529,-7.700001
-6.760029,21.49529,-7.700001
-7.010028,21.495289,-5.700001
5.139971,25.09529,-5.700001
5.139971,21.49529,-7.700001
-6.760029,21.495289,-5.700001
-6.760029,25.09529,-7.700001
5.139971,21.544384,-5.737534
5.139971,25.046196,-7.662464
-6.760029,25.046196,-5.737537
-6.760029,21.544384,-7.662464
5.039971,21.49529,-7.700001
5.039971,25.09529,-5.700001
-6.660028,25.09529,-7.700001
-6.660029,21.49529,-5.700001
-6.685029,23.944384,-7.662464
5.06497,23.944384,-5.737534
-6.735028,23.846195,-5.737537
-6.735028,23.944384,-7.662464
5.11497,23.944384,-5.737534
5.11497,23.846195,-7.662464
-6.735028,23.944384,-7.662464
5.11497,23.944384,-5.737534
-6.760029,21.544384,-5.737537
-6.760029,21.544384,-7.662464
-6.760029,21.49529,-7.700001
-6.660029,25.046196,-7.662464
-6.660029,25.046196,-5.737537
5.139971,25.09529,-7.700001
5.139971,25.046196,-7.662464
5.039971,25.046196,-7.662464
5.039971,21.544384,-5.737534
5.139971,25.09529,-5.700001
5.139971,21.544384,-5.737534
-6.760029,21.495289,-5.700001
5.039971,21.49529,-5.700001
-2.160029,21.69529,-7.900002
-6.660029,21.69529,-7.900002
5.039971,21.69529,-11.674072
5.039971,21.69529,-7.900002
0.03997,21.49529,-7.700001
-6.660029,21.49529,-7.700001
-2.160028,24.89529,-7.700001
-2.160028,24.89529,-7.900002
5.039971,24.89529,-10.748058
-2.160028,24.89529,-7.900002
0.03997,24.895273,-7.700001
5.039971,24.895273,-5.700001
-6.660028,24.89529,-7.700001
-2.160028,24.89529,-7.900002
-5.96003,21.49529,-5.700001
-5.96003,21.49529,-5.700001
-4.126697,21.49529,-5.700001
-4.126697,21.49529,-5.700001
-3.66003,21.49529,-5.700001
-3.66003,21.49529,-5.700001
-1.526696,21.49529,-5.700001
-1.360029,21.49529,-5.700001
-1.360029,21.49529,-5.700001
-0.060029,21.49529,-5.700001
0.389971,21.49529,-5.700001
0.389971,21.49529,-5.700001
-3.66003,24.495289,-5.700001
-0.68503,24.895273,-5.700001
5.039971,24.895273,-5.700001
-0.68503,24.895273,-5.700001
-3.66003,24.495289,-5.700001
0.389971,24.49529,-5.700001
2.539971,24.49529,-5.700001
2.539971,21.49529,-5.700001
0.389971,24.49529,-5.700001
-0.81003,24.895273,10.800002
1.18997,21.49529,2.700001
0.18997,21.49529,2.700001
1.18997,21.49529,2.5
0.18997,21.49529,2.5
5.18997,24.49529,2.5
0.38997,21.49529,-0.5
-3.010029,21.49529,2.5
-2.010029,21.49529,2.5
-0.91003,24.49529,2.5
5.18997,24.49529,2.5
1.18997,23.495289,2.5
1.18997,21.49529,2.5
-2.010029,21.49529,2.5
-2.010029,23.49529,2.5
-3.010029,23.49529,2.5
-3.010029,23.49529,2.5
-3.010029,23.49529,2.5
-0.81003,21.49529,2.700001
1.18997,21.49529,2.700001
-0.81003,24.895273,2.700001
0.18997,21.49529,2.5
0.18997,21.49529,2.5
1.18997,21.49529,2.700001
1.18997,23.495289,2.5
-0.81003,24.895273,10.800002
5.18997,21.49529,10.8
5.18997,21.49529,8.933333
5.18997,21.49529,5.366667
5.18997,24.895273,10.800002
5.18997,24.895273,5.366667
5.18997,24.895273,5.366667
5.18997,24.895273,2.700001
5.18997,24.895273,8.933333
5.18997,24.895273,8.933333
5.28997,24.895273,5.366667
5.28997,25.09529,8.933333
-6.810031,24.895273,8.933333
-6.810031,24.895273,8.933333
-6.810031,24.895273,2.699999
-6.810031,24.895273,5.366666
-6.810031,24.895273,5.366666
-6.810031,24.895273,10.800002
-6.810031,21.49529,5.366666
-6.810031,21.49529,8.933333
-6.810031,21.49529,10.8
-1.010031,24.895273,10.800002
-3.010029,23.49529,2.5
-3.010029,21.49529,2.699999
-2.010029,21.49529,2.5
-2.010029,21.49529,2.5
-1.01003,24.895273,2.700001
-3.010029,21.49529,2.699999
-1.01003,21.49529,2.700001
-2.010029,21.49529,2.700001
-3.010029,21.49529,2.699999
-1.010031,24.895273,10.800002
2.539971,24.49529,-5.400002
2.539971,24.49529,-5.700001
2.539971,24.49529,-5.400002
2.539971,21.49529,-5.700001
2.539971,21.49529,-5.400002
5.18997,21.49529,2.5
2.539971,21.49529,-5.400002
2.539971,24.49529,-5.400002
5.039971,24.89529,-10.748058
-6.660029,21.69529,-11.674072
-6.660028,24.89529,-10.748058
5.039971,21.69529,-11.674072
4.612471,24.45529,-10.87838
5.18997,21.49529,2.5
5.18997,21.49529,-1.449999
5.18997,24.49529,-5.400002
5.18997,24.49529,-1.449999
5.18997,21.49529,2.5
5.18997,24.49529,2.5
5.18997,24.49529,-1.449999
5.18997,21.49529,-1.449999
5.18997,21.49529,-1.449999
5.18997,24.49529,-1.449999
5.18997,24.49529,-5.400002
5.18997,21.49529,-5.400002
5.389971,21.49529,-5.700001
5.389971,25.09529,-5.700001
5.38997,25.09529,-1.449999
5.38997,21.49529,-1.449999
5.38997,25.09529,-1.449999
-7.010028,21.495289,-5.700001
-6.81003,22.31731,0.588219
-6.81003,24.49529,2.5
-6.81003,21.530945,2.5
-6.810029,21.530945,-0.5
5.18997,22.31731,0.588221
5.18997,22.31731,0.588221
5.18997,23.67327,1.778448
5.18997,22.31731,1.778448
5.18997,22.31731,-4.678447
5.18997,22.31731,-3.488218
5.18997,23.67327,-3.488218
5.18997,22.31731,-4.678447
-7.01003,22.31731,0.588219
-7.01003,22.31731,1.778448
-7.01003,23.67327,1.778448
-7.01003,22.31731,0.588219
-6.96003,22.31731,1.778448
-6.96003,23.67327,1.778448
-6.96003,23.67327,0.588219
-6.96003,22.31731,0.588219
-6.86003,23.67327,0.588219
-6.86003,23.67327,1.778448
-6.86003,22.31731,1.778448
-6.86003,22.31731,0.588219
-6.96003,22.357311,0.62822
-6.96003,22.357311,1.738447
-6.96003,23.633268,1.738447
-6.96003,22.357311,0.62822
0.03997,21.49529,-7.700001
0.03997,21.69529,-8.189049
5.039971,21.69529,-11.674072
0.03997,21.69529,-8.189049
-2.160029,21.69529,-7.900002
-2.160029,21.69529,-8.189049
0.03997,21.61027,-7.900002
0.03997,21.61027,-7.900002
0.03997,21.61027,-8.189049
-2.160029,21.69529,-7.900002
0.03997,21.69529,-7.900002
5.18997,24.895273,8.933333
-0.960029,21.49529,-5.5
0.189971,24.49529,-5.5
-2.160029,21.61027,-7.900002
-2.160028,24.89529,-7.900002
0.03997,21.49529,-7.700001
0.03997,21.49529,-7.700001
0.03997,24.89529,-7.900002
5.389971,21.49529,-7.700001
5.389969,25.09529,5.223663
5.389969,25.09529,5.075203
5.389969,21.49529,5.075203
5.389969,21.49529,5.223663
5.484795,24.989773,5.223663
5.484795,24.989773,9.223662
5.389969,21.49529,9.223662
5.389969,21.49529,9.075204
5.389969,25.09529,9.075204
5.389969,25.09529,9.223662
-7.015206,25.09529,5.075203
-7.015206,25.09529,5.223663
-7.015206,21.49529,5.223663
-7.015206,21.49529,5.075203
-7.110031,24.989773,5.075203
-7.110031,24.989773,9.075204
-7.015206,21.49529,9.075204
-7.015206,21.49529,9.223662
-7.015206,25.09529,9.223662
-7.015206,25.09529,9.075204
5.239971,22.357311,0.62822
5.239971,23.633268,1.738449
5.239971,22.357311,1.738449
5.239971,22.357311,0.62822
5.33997,22.31731,0.588221
5.33997,22.31731,1.778448
5.33997,23.67327,1.778448
5.33997,23.67327,0.588221
5.239971,22.31731,0.588221
5.239971,23.67327,0.588221
5.239971,23.67327,1.778448
5.239971,22.31731,1.778448
5.239972,22.31731,-3.488317
5.239972,23.67327,-3.488317
5.239972,23.67327,-4.678545
5.239972,22.31731,-4.678545
5.33997,23.67327,-4.678545
5.33997,23.67327,-3.488317
5.33997,22.31731,-3.488317
5.33997,22.31731,-4.678545
5.239972,22.357311,-4.638545
5.239972,22.357311,-3.528316
5.239972,23.633268,-3.528316
5.239972,22.357311,-4.638545
5.11497,22.744383,-5.737534
5.11497,22.646194,-7.662464
5.11497,22.744383,-5.737534
5.06497,22.744383,-5.737534
-6.735028,22.744385,-7.662464
-6.735028,22.744385,-7.662464
-6.735028,22.646194,-5.737537
-6.685029,22.744385,-7.662464
-4.126697,21.49529,-5.637501
-5.793363,24.04529,-5.637501
-4.126697,24.04529,-5.637501
-5.793363,24.04529,-5.512501
-5.793363,21.49529,-5.512501
-4.126697,24.04529,-5.512501
-5.706363,23.95829,-5.637501
-5.706363,21.49529,-5.637501
-4.213696,23.95829,-5.637501
-1.613696,23.95829,-5.637501
-3.106362,21.49529,-5.637501
-3.106362,23.95829,-5.637501
-1.526696,24.04529,-5.512501
-3.193362,21.49529,-5.512501
-3.193362,24.04529,-5.512501
-1.526696,24.04529,-5.637501
-3.193362,24.04529,-5.637501
-1.526696,21.49529,-5.637501
-6.582248,21.73675,-11.900002
-6.582248,21.73675,-11.900002
5.389969,21.49529,11.000001
-7.01003,21.495289,8.933333
-6.91003,25.09529,8.933333
-6.91003,24.895273,5.366666
4.612471,22.835289,-11.347683
-6.232529,24.45529,-10.87838
-6.232529,24.45529,-10.87838
5.38997,21.49529,-1.449999
5.389969,25.09529,5.366667
5.389969,21.49529,5.366667
-7.01003,21.495289,5.366666
-7.01003,25.09529,5.366667
-7.010029,25.095287,-5.700001
5.389971,25.09529,-11.899998
-7.010029,21.49529,-11.900002
5.389969,21.49529,5.366667
5.28997,25.09529,8.933333
5.28997,25.09529,5.366667
-6.810031,24.895273,5.366666
-7.01003,21.495289,5.366666
-6.810031,24.895273,8.933333
-7.01003,21.495289,8.933333
-7.010029,21.49529,-7.700001
4.962191,21.49529,-11.899998
4.962191,21.73675,-11.899998
-6.582251,21.721361,-11.836269
-6.582248,25.09529,-10.900002
-7.010029,21.49529,-11.900002
4.962191,25.09529,-10.899998
5.18997,21.49529,5.366667
-6.810031,21.49529,8.933333
4.962235,25.095297,-10.899998
4.962191,28.695297,-10.899998
-6.582248,28.695295,-10.900002
-6.582292,25.095297,-10.900002
-6.810029,25.095293,-0.700001
-6.810029,28.095295,-0.5
0.38997,28.095295,-0.5
0.18997,25.095295,-0.7
-5.96003,28.095293,-5.700001
-0.960029,25.095295,-5.5
-0.060029,25.095295,-5.5
-0.060029,27.095295,-5.700001
0.189971,28.095295,-5.5
0.389971,28.095295,-5.700001
-0.060029,25.095295,-5.5
-1.110029,25.095295,-5.5
-1.11003,25.095295,-2.299999
-6.810029,28.095293,-0.700001
0.18997,25.095295,-0.7
-1.110029,25.095295,-5.5
-0.060029,25.095295,-5.5
0.18997,28.095295,-0.7
-6.810029,28.095293,-0.700001
-0.960029,25.095295,-5.700001
0.389971,28.095295,-5.700001
0.18997,25.095295,-0.7
-3.66003,25.095295,-5.700001
-5.96003,28.095293,-5.700001
-3.66003,28.095295,-5.700001
-1.360029,25.095295,-5.700001
-3.66003,28.095295,-5.700001
-1.360029,28.095295,-5.700001
-3.193363,27.645294,-5.700001
-3.193363,25.095295,-5.700001
-1.526696,25.095295,-5.700001
-1.526696,27.645294,-5.700001
-5.793363,27.645294,-5.700001
-5.793363,25.095293,-5.700001
-4.126697,25.095295,-5.700001
-4.126697,27.645294,-5.700001
-7.01003,25.095293,11.000001
5.389971,25.095293,-5.700001
5.139971,25.095293,-7.700001
-6.760029,25.095293,-7.700001
-7.010028,25.095293,-5.700001
5.139971,28.695293,-5.700001
5.139971,25.095293,-7.700001
-6.760029,25.095293,-5.700001
-6.760029,28.695293,-7.700001
5.139971,25.144388,-5.737534
5.139971,28.646198,-7.662464
-6.760029,28.6462,-5.737537
-6.760029,25.144388,-7.662464
5.039971,25.095293,-7.700001
5.039971,28.695293,-5.700001
-6.660028,28.695293,-7.700001
-6.660029,25.095293,-5.700001
-6.685029,27.544388,-7.662464
5.06497,27.544388,-5.737534
-6.735028,27.4462,-5.737537
-6.735028,27.544388,-7.662464
5.11497,27.544388,-5.737534
5.11497,27.4462,-7.662464
-6.735028,27.544388,-7.662464
5.11497,27.544388,-5.737534
-6.760029,25.144388,-5.737537
-6.760029,25.144388,-7.662464
-6.760029,25.095293,-7.700001
-6.660029,28.6462,-7.662464
-6.660029,28.6462,-5.737537
5.139971,28.695293,-7.700001
5.139971,28.646198,-7.662464
5.039971,28.646198,-7.662464
5.039971,25.144388,-5.737534
5.139971,28.695293,-5.700001
5.139971,25.144388,-5.737534
-6.760029,25.095293,-5.700001
5.039971,25.095293,-5.700001
-2.160029,25.295294,-7.900002
-6.660029,25.295294,-7.900002
5.039971,25.295294,-11.674072
5.039971,25.295294,-7.900002
0.03997,25.095293,-7.700001
-6.660029,25.095293,-7.700001
-2.160028,28.495293,-7.700001
-2.160028,28.495293,-7.900002
5.039971,28.495293,-10.748058
-2.160028,28.495293,-7.900002
0.03997,28.495277,-7.700001
5.039971,28.495277,-5.700001
-6.660028,28.495293,-7.700001
-2.160028,28.495293,-7.900002
-5.96003,25.095293,-5.700001
-5.96003,25.095293,-5.700001
-4.126697,25.095295,-5.700001
-4.126697,25.095295,-5.700001
-3.66003,25.095295,-5.700001
-3.66003,25.095295,-5.700001
-1.526696,25.095295,-5.700001
-1.360029,25.095295,-5.700001
-1.360029,25.095295,-5.700001
-0.060029,25.095295,-5.700001
0.389971,25.095295,-5.700001
0.389971,25.095295,-5.700001
-3.66003,28.095295,-5.700001
-0.68503,28.495277,-5.700001
5.039971,28.495277,-5.700001
-0.68503,28.495277,-5.700001
-3.66003,28.095295,-5.700001
0.389971,28.095295,-5.700001
2.539971,28.095295,-5.700001
2.539971,25.095293,-5.700001
0.389971,28.095295,-5.700001
-0.81003,28.495277,10.800002
1.18997,25.095293,2.700001
0.18997,25.095293,2.700001
1.18997,25.095295,2.5
0.18997,25.095295,2.5
5.18997,28.095295,2.5
0.38997,25.095295,-0.5
-3.010029,25.095295,2.5
-2.010029,25.095295,2.5
-0.91003,28.095295,2.5
5.18997,28.095295,2.5
1.18997,27.095295,2.5
1.18997,25.095295,2.5
-2.010029,25.095295,2.5
-2.010029,27.095295,2.5
-3.010029,27.095295,2.5
-3.010029,27.095295,2.5
-3.010029,27.095295,2.5
-0.81003,25.095293,2.700001
1.18997,25.095293,2.700001
-0.81003,28.495277,2.700001
0.18997,25.095295,2.5
0.18997,25.095295,2.5
1.18997,25.095293,2.700001
1.18997,27.095295,2.5
-0.81003,28.495277,10.800002
5.18997,25.095293,10.8
5.18997,25.095293,8.933333
5.18997,25.095293,5.366667
5.18997,28.495277,10.800002
5.18997,28.495277,5.366667
5.18997,28.495277,5.366667
5.18997,28.495277,2.700001
5.18997,28.495277,8.933333
5.18997,28.495277,8.933333
5.28997,28.495277,5.366667
5.28997,28.695293,8.933333
-6.810031,28.495277,8.933333
-6.810031,28.495277,8.933333
-6.810031,28.495277,2.699999
-6.810031,28.495277,5.366666
-6.810031,28.495277,5.366666
-6.810031,28.495277,10.800002
-6.810031,25.095293,5.366666
-6.810031,25.095293,8.933333
-6.810031,25.095293,10.8
-1.010031,28.495277,10.800002
-3.010029,27.095295,2.5
-3.010029,25.095293,2.699999
-2.010029,25.095295,2.5
-2.010029,25.095295,2.5
-1.01003,28.495277,2.700001
-3.010029,25.095293,2.699999
-1.01003,25.095293,2.700001
-2.010029,25.095293,2.700001
-3.010029,25.095293,2.699999
-1.010031,28.495277,10.800002
2.539971,28.095295,-5.400002
2.539971,28.095295,-5.700001
2.539971,28.095295,-5.400002
2.539971,25.095293,-5.700001
2.539971,25.095293,-5.400002
5.18997,25.095293,2.5
2.539971,25.095293,-5.400002
2.539971,28.095295,-5.400002
5.039971,28.495293,-10.748058
-6.660029,25.295294,-11.674072
-6.660028,28.495293,-10.748058
5.039971,25.295294,-11.674072
4.612471,28.055294,-10.87838
5.18997,25.095293,2.5
5.18997,25.095293,-1.449999
5.18997,28.095295,-5.400002
5.18997,28.095295,-1.449999
5.18997,25.095293,2.5
5.18997,28.095295,2.5
5.18997,28.095295,-1.449999
5.18997,25.095293,-1.449999
5.18997,25.095293,-1.449999
5.18997,28.095295,-1.449999
5.18997,28.095295,-5.400002
5.18997,25.095293,-5.400002
5.389971,25.095293,-5.700001
5.389971,28.695293,-5.700001
5.38997,28.695293,-1.449999
5.38997,25.095293,-1.449999
5.38997,28.695293,-1.449999
-7.010028,25.095293,-5.700001
-6.81003,25.917315,0.588219
-6.81003,28.095295,2.5
-6.81003,25.130949,2.5
-6.810029,25.130949,-0.5
5.18997,25.917315,0.588221
5.18997,25.917315,0.588221
5.18997,27.273273,1.778448
5.18997,25.917315,1.778448
5.18997,25.917315,-4.678447
5.18997,25.917315,-3.488218
5.18997,27.273273,-3.488218
5.18997,25.917315,-4.678447
-7.01003,25.917315,0.588219
-7.01003,25.917315,1.778448
-7.01003,27.273273,1.778448
-7.01003,25.917315,0.588219
-6.96003,25.917315,1.778448
-6.96003,27.273273,1.778448
-6.96003,27.273273,0.588219
-6.96003,25.917315,0.588219
-6.86003,27.273273,0.588219
-6.86003,27.273273,1.778448
-6.86003,25.917315,1.778448
-6.86003,25.917315,0.588219
-6.96003,25.957315,0.62822
-6.96003,25.957315,1.738447
-6.96003,27.233273,1.738447
-6.96003,25.957315,0.62822
0.03997,25.095293,-7.700001
0.03997,25.295294,-8.189049
5.039971,25.295294,-11.674072
0.03997,25.295294,-8.189049
-2.160029,25.295294,-7.900002
-2.160029,25.295294,-8.189049
0.03997,25.210274,-7.900002
0.03997,25.210274,-7.900002
0.03997,25.210274,-8.189049
-2.160029,25.295294,-7.900002
0.03997,25.295294,-7.900002
5.18997,28.495277,8.933333
-0.960029,25.095295,-5.5
0.189971,28.095295,-5.5
-2.160029,25.210274,-7.900002
-2.160028,28.495293,-7.900002
0.03997,25.095293,-7.700001
0.03997,25.095293,-7.700001
0.03997,28.495293,-7.900002
5.389971,25.095293,-7.700001
5.389969,28.695293,5.223663
5.389969,28.695293,5.075203
5.389969,25.095293,5.075203
5.389969,25.095293,5.223663
5.484795,28.589777,5.223663
5.484795,28.589777,9.223662
5.389969,25.095293,9.223662
5.389969,25.095293,9.075204
5.389969,28.695293,9.075204
5.389969,28.695293,9.223662
-7.015206,28.695293,5.075203
-7.015206,28.695293,5.223663
-7.015206,25.095293,5.223663
-7.015206,25.095293,5.075203
-7.110031,28.589777,5.075203
-7.110031,28.589777,9.075204
-7.015206,25.095293,9.075204
-7.015206,25.095293,9.223662
-7.015206,28.695293,9.223662
-7.015206,28.695293,9.075204
5.239971,25.957315,0.62822
5.239971,27.233273,1.738449
5.239971,25.957315,1.738449
5.239971,25.957315,0.62822
5.33997,25.917315,0.588221
5.33997,25.917315,1.778448
5.33997,27.273273,1.778448
5.33997,27.273273,0.588221
5.239971,25.917315,0.588221
5.239971,27.273273,0.588221
5.239971,27.273273,1.778448
5.239971,25.917315,1.778448
5.239972,25.917315,-3.488317
5.239972,27.273273,-3.488317
5.239972,27.273273,-4.678545
5.239972,25.917315,-4.678545
5.33997,27.273273,-4.678545
5.33997,27.273273,-3.488317
5.33997,25.917315,-3.488317
5.33997,25.917315,-4.678545
5.239972,25.957315,-4.638545
5.239972,25.957315,-3.528316
5.239972,27.233273,-3.528316
5.239972,25.957315,-4.638545
5.11497,26.344387,-5.737534
5.11497,26.246199,-7.662464
5.11497,26.344387,-5.737534
5.06497,26.344387,-5.737534
-6.735028,26.344389,-7.662464
-6.735028,26.344389,-7.662464
-6.735028,26.246199,-5.737537
-6.685029,26.344389,-7.662464
-4.126697,25.095295,-5.637501
-5.793363,27.645294,-5.637501
-4.126697,27.645294,-5.637501
-5.793363,27.645294,-5.512501
-5.793363,25.095295,-5.512501
-4.126697,27.645294,-5.512501
-5.706363,27.558294,-5.637501
-5.706363,25.095295,-5.637501
-4.213696,27.558294,-5.637501
-1.613696,27.558294,-5.637501
-3.106362,25.095295,-5.637501
-3.106362,27.558294,-5.637501
-1.526696,27.645294,-5.512501
-3.193362,25.095295,-5.512501
-3.193362,27.645294,-5.512501
-1.526696,27.645294,-5.637501
-3.193362,27.645294,-5.637501
-1.526696,25.095295,-5.637501
-6.582248,25.336754,-11.900002
-6.582248,25.336754,-11.900002
5.389969,25.095293,11.000001
-7.01003,25.095293,8.933333
-6.91003,28.695293,8.933333
-6.91003,28.495277,5.366666
4.612471,26.435293,-11.347683
-6.232529,28.055294,-10.87838
-6.232529,28.055294,-10.87838
5.38997,25.095293,-1.449999
5.389969,28.695293,5.366667
5.389969,25.095293,5.366667
-7.01003,25.095293,5.366666
-7.01003,28.695293,5.366667
-7.010029,28.695292,-5.700001
5.389971,28.695293,-11.899998
-7.010029,25.095293,-11.900002
5.389969,25.095293,5.366667
5.28997,28.695293,8.933333
5.28997,28.695293,5.366667
-6.810031,28.495277,5.366666
-7.01003,25.095293,5.366666
-6.810031,28.495277,8.933333
-7.01003,25.095293,8.933333
-7.010029,25.095293,-7.700001
4.962191,25.095293,-11.899998
4.962191,25.336754,-11.899998
-6.582251,25.321365,-11.836269
-6.582248,28.695293,-10.900002
-7.010029,25.095293,-11.900002
4.962191,28.695293,-10.899998
5.18997,25.095293,5.366667
-6.810031,25.095293,8.933333
4.962235,28.695301,-10.899998
4.962191,32.295303,-10.899998
-6.582248,32.2953,-10.900002
-6.582292,28.695301,-10.900002
-6.810029,28.695297,-0.700001
-6.810029,31.6953,-0.5
0.38997,31.6953,-0.5
0.18997,28.6953,-0.7
-5.96003,31.695297,-5.700001
-0.960029,28.695297,-5.5
-0.060029,28.6953,-5.5
-0.060029,30.695297,-5.700001
0.189971,31.6953,-5.5
0.389971,31.6953,-5.700001
-0.060029,28.6953,-5.5
-1.110029,28.695297,-5.5
-1.11003,28.695297,-2.299999
-6.810029,31.695297,-0.700001
0.18997,28.6953,-0.7
-1.110029,28.695297,-5.5
-0.060029,28.6953,-5.5
0.18997,31.6953,-0.7
-6.810029,31.695297,-0.700001
-0.960029,28.695297,-5.700001
0.389971,31.6953,-5.700001
0.18997,28.6953,-0.7
-3.66003,28.695297,-5.700001
-5.96003,31.695297,-5.700001
-3.66003,31.695297,-5.700001
-1.360029,28.695297,-5.700001
-3.66003,31.695297,-5.700001
-1.360029,31.695297,-5.700001
-3.193363,31.245298,-5.700001
-3.193363,28.695297,-5.700001
-1.526696,28.695297,-5.700001
-1.526696,31.245298,-5.700001
-5.793363,31.245298,-5.700001
-5.793363,28.695297,-5.700001
-4.126697,28.695297,-5.700001
-4.126697,31.245298,-5.700001
-7.01003,28.695297,11.000001
5.389971,28.695297,-5.700001
5.139971,28.695297,-7.700001
-6.760029,28.695297,-7.700001
-7.010028,28.695297,-5.700001
5.139971,32.2953,-5.700001
5.139971,28.695297,-7.700001
-6.760029,28.695297,-5.700001
-6.760029,32.2953,-7.700001
5.139971,28.744392,-5.737534
5.139971,32.246204,-7.662464
-6.760029,32.246204,-5.737537
-6.760029,28.744392,-7.662464
5.039971,28.695297,-7.700001
5.039971,32.2953,-5.700001
-6.660028,32.2953,-7.700001
-6.660029,28.695297,-5.700001
-6.685029,31.144392,-7.662464
5.06497,31.144392,-5.737534
-6.735028,31.046204,-5.737537
-6.735028,31.144392,-7.662464
5.11497,31.144392,-5.737534
5.11497,31.046204,-7.662464
-6.735028,31.144392,-7.662464
5.11497,31.144392,-5.737534
-6.760029,28.744392,-5.737537
-6.760029,28.744392,-7.662464
-6.760029,28.695297,-7.700001
-6.660029,32.246204,-7.662464
-6.660029,32.246204,-5.737537
5.139971,32.2953,-7.700001
5.139971,32.246204,-7.662464
5.039971,32.246204,-7.662464
5.039971,28.744392,-5.737534
5.139971,32.2953,-5.700001
5.139971,28.744392,-5.737534
-6.760029,28.695297,-5.700001
5.039971,28.695297,-5.700001
-2.160029,28.895298,-7.900002
-6.660029,28.895298,-7.900002
5.039971,28.895298,-11.674072
5.039971,28.895298,-7.900002
0.03997,28.695297,-7.700001
-6.660029,28.695297,-7.700001
-2.160028,32.0953,-7.700001
-2.160028,32.0953,-7.900002
5.039971,32.0953,-10.748058
-2.160028,32.0953,-7.900002
0.03997,32.095284,-7.700001
5.039971,32.095284,-5.700001
-6.660028,32.0953,-7.700001
-2.160028,32.0953,-7.900002
-5.96003,28.695297,-5.700001
-5.96003,28.695297,-5.700001
-4.126697,28.695297,-5.700001
-4.126697,28.695297,-5.700001
-3.66003,28.695297,-5.700001
-3.66003,28.695297,-5.700001
-1.526696,28.695297,-5.700001
-1.360029,28.695297,-5.700001
-1.360029,28.695297,-5.700001
-0.060029,28.6953,-5.700001
0.389971,28.6953,-5.700001
0.389971,28.6953,-5.700001
-3.66003,31.695297,-5.700001
-0.68503,32.095284,-5.700001
5.039971,32.095284,-5.700001
-0.68503,32.095284,-5.700001
-3.66003,31.695297,-5.700001
0.389971,31.6953,-5.700001
2.539971,31.6953,-5.700001
2.539971,28.695297,-5.700001
0.389971,31.6953,-5.700001
-0.81003,32.095284,10.800002
1.18997,28.695297,2.700001
0.18997,28.695297,2.700001
1.18997,28.695297,2.5
0.18997,28.6953,2.5
5.18997,31.6953,2.5
0.38997,28.6953,-0.5
-3.010029,28.695297,2.5
-2.010029,28.6953,2.5
-0.91003,31.6953,2.5
5.18997,31.6953,2.5
1.18997,30.695297,2.5
1.18997,28.695297,2.5
-2.010029,28.6953,2.5
-2.010029,30.6953,2.5
-3.010029,30.6953,2.5
-3.010029,30.6953,2.5
-3.010029,30.6953,2.5
-0.81003,28.695297,2.700001
1.18997,28.695297,2.700001
-0.81003,32.095284,2.700001
0.18997,28.6953,2.5
0.18997,28.6953,2.5
1.18997,28.695297,2.700001
1.18997,30.695297,2.5
-0.81003,32.095284,10.800002
5.18997,28.695297,10.8
5.18997,28.695297,8.933333
5.18997,28.695297,5.366667
5.18997,32.095284,10.800002
5.18997,32.095284,5.366667
5.18997,32.095284,5.366667
5.18997,32.095284,2.700001
5.18997,32.095284,8.933333
5.18997,32.095284,8.933333
5.28997,32.095284,5.366667
5.28997,32.2953,8.933333
-6.810031,32.095284,8.933333
-6.810031,32.095284,8.933333
-6.810031,32.095284,2.699999
-6.810031,32.095284,5.366666
-6.810031,32.095284,5.366666
